bien_id,com_code,bien_type,bien_carrez_1,bien_surfbat,bien_numpieces
28085AY702,28085,Appartement,30.83,30,1
28168AC4572,28168,Appartement,77.9,77,4
28085AR1021162,28085,Appartement,60.43,61,3
28085CK18264,28085,Appartement,73.37,75,3
28085BR253113,28085,Appartement,77.42,64,3
28084A11343,28084,Maison,101.15,100,4
28218AK24315,28218,Appartement,60.75,61,3
28229AT734,28229,Maison,114.09,118,5
28085BO2684,28085,Maison,65.84,65,4
28085AY19514,28085,Appartement,118.77,120,4
28085AM16314,28085,Appartement,112.82,98,3
28140AM95,28140,Appartement,38.1,46,2
28140AH20125,28140,Appartement,37.95,38,2
28085BN2787,28085,Appartement,13.7,17,1
28358AC6402,28358,Appartement,61.1,59,3
28172E2762,28172,Appartement,64.05,63,3
28227AY29126,28227,Appartement,43.26,44,2
28085AL464,28085,Appartement,37.44,40,1
28085AD6320,28085,Appartement,46.44,44,2
28085AL293,28085,Appartement,30.85,30,1
28168AC4585,28168,Appartement,14.26,15,1
28218AM376170,28218,Appartement,45.97,46,2
28140AH32110,28140,Appartement,48.6,48,2
28085BS41717,28085,Appartement,32.6,37,2
28218AM376160,28218,Appartement,74.65,72,3
28085AI1726,28085,Appartement,90.52,83,4
28085BN30316,28085,Appartement,19.1,28,1
28085BW107460,28085,Appartement,45.89,46,2
28015AS2282,28015,Appartement,84.94,86,5
28085AY621,28085,Appartement,118.47,119,4
28085AR42139,28085,Appartement,73.73,72,3
28218AP551,28218,Maison,94.14,90,5
28085AI45325,28085,Appartement,82.98,84,4
28085AV31210013,28085,Appartement,84.68,84,4
28085CK18229,28085,Appartement,74.21,76,3
28220AH46611,28220,Appartement,71.41,69,3
28085BR427186,28085,Appartement,66.5,69,3
28085AV247179,28085,Appartement,18.5,18,1
28085AE2206,28085,Appartement,31.35,37,1
28140AD2063,28140,Appartement,29.42,30,2
28140AE290211,28140,Appartement,54.35,54,3
28015AS41110,28015,Appartement,16.03,16,1
28085CT544,28085,Appartement,83.98,84,4
28085AP35914,28085,Appartement,19.1,18,1
28110AN36764,28110,Appartement,68.08,68,3
28085AI569,28085,Appartement,27.11,27,1
28229AT8147,28229,Appartement,80.92,88,4
28229AN3007,28229,Appartement,34.63,33,2
28229AY12683,28229,Appartement,61.25,60,2
28140AD30117,28140,Appartement,27.76,27,2
28085CT54107,28085,Appartement,84.77,84,4
28085AB11102,28085,Appartement,26.11,30,2
28085AV366217,28085,Appartement,19.83,19,1
28218AN884,28218,Appartement,75.64,75,4
28085AH242,28085,Appartement,31.61,31,1
28085AW882,28085,Appartement,26.81,39,2
28085BN2745,28085,Appartement,109.24,107,4
28218AN163103,28218,Appartement,66.6,67,3
28085AI3715,28085,Appartement,31.32,25,2
28110AN340103,28110,Appartement,29.25,29,1
28209AI1225,28209,Appartement,24.07,30,1
28085AK26412,28085,Appartement,11.03,15,1
28191AD36739,28191,Appartement,51.54,51,2
28391AB1317,28391,Appartement,28.22,31,1
28085AS42928,28085,Appartement,85.05,84,4
28085AB304,28085,Appartement,53.0,52,2
28085BN31425,28085,Appartement,30.29,39,2
28085AD563,28085,Appartement,29.71,30,1
28218AM2915,28218,Maison,85.76,85,5
28201ZD6739,28201,Maison,89.04,90,4
28085BR42771,28085,Appartement,65.58,69,3
28391AB1316,28391,Appartement,29.54,31,1
28015AS13924,28015,Appartement,31.9,33,2
28116AC1944,28116,Appartement,45.26,57,3
28085AS413,28085,Appartement,48.55,47,2
28085AI849,28085,Appartement,11.1,10,1
28140AE290210,28140,Appartement,65.05,64,4
28085AB192,28085,Appartement,68.64,43,2
28085BR21185,28085,Appartement,63.95,64,3
28085AM1262,28085,Appartement,31.45,28,1
28015AM2172,28015,Appartement,36.98,37,1
28085AS42981,28085,Appartement,80.51,80,3
28085CW6220,28085,Appartement,50.81,50,2
28085AE22614,28085,Appartement,48.81,51,2
28088AB2654,28088,Appartement,38.36,37,2
28088BE69125,28088,Appartement,77.99,76,4
28088AB12418,28088,Appartement,53.17,75,3
28334AC173,28334,Maison,78.18,80,4
28088AD325,28088,Appartement,9.81,17,2
28088AM484,28088,Appartement,82.71,82,3
28088AP27159,28088,Appartement,66.78,67,4
28088BE69111,28088,Appartement,129.67,130,6
28088AB12417,28088,Appartement,43.57,60,3
28134AM133292,28134,Appartement,58.87,58,3
28134BK49528,28134,Maison,78.63,81,4
28134BD378,28134,Appartement,56.09,57,2
28134AB30311,28134,Appartement,39.74,42,2
28404BE6711,28404,Appartement,53.85,54,2
28134BL3212032,28134,Appartement,68.67,67,4
28134BC245269,28134,Appartement,14.61,15,1
28134AS589,28134,Appartement,63.13,62,3
28134AD29714,28134,Appartement,24.2,25,1
28213AC783,28213,Appartement,50.79,54,3
28404AK222174,28404,Appartement,59.66,60,3
28279AD5754,28279,Maison,133.41,129,6
28007B3504,28007,Appartement,31.99,31,2
28134AD1443,28134,Appartement,61.83,62,2
28094B22931,28094,Appartement,51.65,52,2
28134BE463,28134,Appartement,66.52,80,3
28348AE1928,28348,Maison,72.77,80,3
28089AB376,28089,Appartement,31.22,45,2
28134AC7613,28134,Appartement,78.28,79,4
28404AI51012,28404,Appartement,46.77,47,2
28279AC2662,28279,Maison,46.76,51,3
28134BD954,28134,Appartement,56.33,55,2
28134AM13314,28134,Appartement,59.43,58,3
28134BL3242144,28134,Appartement,67.62,67,4
28404AI51014,28404,Appartement,39.55,40,2
28134AH7812,28134,Appartement,65.77,65,3
28279AD5725,28279,Maison,131.0,100,4
28359AM108309,28359,Maison,74.15,67,3
28359AM108333,28359,Maison,69.35,60,3
28279AB3184,28279,Appartement,33.85,30,1
28279AD5782,28279,Maison,114.41,100,4
28113AI1355,28113,Appartement,133.49,138,5
28279AC15426,28279,Appartement,36.27,37,2
28134BE196104,28134,Appartement,44.84,45,2
28134BC245271,28134,Appartement,29.2,31,1
28134BL3242150,28134,Appartement,57.31,56,3
28404AI51134,28404,Appartement,64.3,64,3
28134BL3232343,28134,Appartement,67.79,67,4
28280AT11724,28280,Appartement,29.84,29,1
28280AR10050,28280,Appartement,66.85,68,3
28280BM492,28280,Appartement,17.28,17,1
28280AM743,28280,Appartement,16.51,16,1
29232BW500185,29232,Appartement,84.69,81,5
29232AM60143,29232,Appartement,46.94,47,2
29232KI28305,29232,Appartement,30.86,31,1
29046BZ114,29046,Appartement,31.82,32,2
29232KE200118,29232,Appartement,40.29,42,2
29232AK39035,29232,Appartement,61.73,62,4
29232BW500275,29232,Appartement,53.35,56,3
29233AB17828,29233,Appartement,48.96,52,3
29039BI1131,29039,Appartement,68.8,70,3
29233AR12426,29233,Appartement,74.54,90,4
29039BP772,29039,Appartement,68.0,51,2
29217AD10110,29217,Appartement,39.23,40,2
29233AR3063,29233,Appartement,56.57,80,4
29031AV2319,29031,Maison,32.89,29,2
29233AS654,29233,Appartement,65.2,68,2
29217D120326,29217,Maison,109.82,109,4
29039BN467,29039,Appartement,17.03,18,1
29233AH53916,29233,Appartement,37.36,40,2
29031AV167412,29031,Maison,28.73,29,2
29039BL1881,29039,Appartement,52.72,52,3
29233AH191104,29233,Appartement,51.16,51,3
29233AR30910,29233,Appartement,27.82,34,1
29039BN2634,29039,Appartement,67.27,67,4
29019IT811,29019,Appartement,46.99,52,2
29019BV10847,29019,Appartement,53.11,53,3
29019CD2113,29019,Appartement,20.34,20,1
29019IS1110,29019,Appartement,73.51,75,4
29260BO1993,29260,Appartement,66.21,67,3
29019CL331,29019,Appartement,72.6,73,4
29019AX634,29019,Appartement,65.41,68,4
29019BR756,29019,Appartement,57.2,57,3
29019KM434,29019,Appartement,75.01,76,3
29019CN1325,29019,Appartement,70.1,67,4
29019ET922,29019,Appartement,67.84,68,3
29019AX10551,29019,Appartement,72.54,72,4
29019BL78513,29019,Appartement,86.5,87,4
29019AX7767,29019,Appartement,63.78,63,4
29019BY1791802,29019,Maison,99.11,87,4
29019BL723,29019,Appartement,63.35,67,3
29019KL14536,29019,Appartement,36.0,36,1
29019KT48216,29019,Appartement,55.81,55,3
29019CD4873,29019,Appartement,59.58,67,2
29019KR2531,29019,Appartement,18.0,18,1
29019EM52258,29019,Appartement,50.11,50,2
29019BV10934,29019,Appartement,110.05,110,5
29019CD2661,29019,Appartement,57.05,57,2
29019KT955,29019,Appartement,62.0,65,4
29019BW4387,29019,Appartement,42.39,42,2
29019AE18938,29019,Appartement,50.8,51,2
29019KP12825,29019,Appartement,42.07,40,2
29019DM6063,29019,Appartement,66.35,64,4
29019BT1068297,29019,Appartement,61.63,62,4
29019BZ823,29019,Appartement,67.9,67,4
29019BT106852,29019,Appartement,51.97,52,3
29019BW35933,29019,Appartement,57.25,55,3
29019CR23725,29019,Appartement,60.54,59,3
29019IT411,29019,Appartement,50.39,49,3
29019CO4863,29019,Appartement,79.92,82,4
29019BT1068215,29019,Appartement,51.91,52,3
29019KS14226,29019,Appartement,24.07,22,1
29019BZ1718,29019,Appartement,66.3,67,4
29019BV10821,29019,Appartement,67.49,67,4
29019AI22836,29019,Appartement,74.6,70,4
29019CM7830,29019,Appartement,53.07,52,2
29019KS332,29019,Appartement,31.06,29,1
29019CR64035,29019,Appartement,64.24,64,3
29019AV28169,29019,Appartement,61.46,63,3
29019BR36335,29019,Appartement,27.96,33,1
29019AC67105,29019,Appartement,46.98,47,2
29019AC6731,29019,Appartement,95.84,94,5
29019KS371,29019,Appartement,51.86,43,2
29019AE19821,29019,Appartement,31.26,33,2
29019AY38465,29019,Appartement,49.3,50,2
29019CN34132,29019,Appartement,59.81,61,3
29019CW447219,29019,Appartement,69.07,52,3
29019AE739147,29019,Appartement,78.82,77,4
29019CD87349,29019,Appartement,28.25,33,2
29019BZ902137,29019,Appartement,62.4,62,4
29019CD14610,29019,Appartement,26.29,28,1
29019BT1391,29019,Appartement,49.84,43,3
29019BT5655,29019,Appartement,67.21,66,3
29019AX721,29019,Appartement,54.26,54,3
29019CI4881,29019,Appartement,26.0,27,1
29019CO3662,29019,Appartement,46.58,50,2
29019BW40540,29019,Appartement,65.6,67,4
29019EM39525,29019,Maison,79.09,79,4
29019BZ832,29019,Appartement,57.38,56,3
29019IW1781,29019,Appartement,20.72,40,3
29019CN3914,29019,Appartement,74.84,74,3
29019EM39521,29019,Maison,79.82,80,4
29019CI25420,29019,Appartement,55.14,49,2
29045B12946,29045,Maison,95.0,109,6
29103AL545,29103,Appartement,38.51,38,2
29103AI8210,29103,Appartement,53.74,55,3
29189BE34820,29189,Appartement,58.99,72,3
29022AC25713,29022,Appartement,74.78,74,4
29042HZ41022,29042,Appartement,57.69,57,3
29256AB2131,29256,Appartement,44.32,48,2
29151AS286,29151,Appartement,47.45,67,3
29105BI2703,29105,Appartement,97.0,105,4
29023B192813,29023,Appartement,42.93,42,2
29254AB501,29254,Maison,115.82,94,4
29105BM26931,29105,Appartement,42.58,42,2
29151AR20048,29151,Appartement,23.01,24,1
29105BV32746,29105,Appartement,61.3,63,3
29188BI13555,29188,Appartement,35.58,36,2
29151BL1264,29151,Appartement,43.7,43,2
29188BY448,29188,Appartement,42.16,33,1
29151AT3620,29151,Appartement,58.05,54,3
29023B2254123,29023,Appartement,65.0,76,4
29151AW218124,29151,Appartement,27.0,26,1
29105BI1854,29105,Appartement,62.33,55,3
29239AC14018,29239,Appartement,76.52,80,3
29151AS1854,29151,Appartement,70.31,66,4
29151AW21819,29151,Appartement,29.95,29,1
29105BV4457,29105,Appartement,89.8,87,5
29151AN22635,29151,Maison,82.92,82,4
29151AT2552,29151,Appartement,47.23,22,1
29239AI69317,29239,Appartement,54.38,54,3
29151AT1681,29151,Appartement,24.81,27,1
29151AS13,29151,Maison,134.5,108,5
29151AX29479,29151,Appartement,31.08,31,1
2A247D17048,2A247,Appartement,17.71,66,3
2A004BT121155,2A004,Appartement,133.77,136,5
2A004BX23513,2A004,Appartement,41.77,45,1
2A249AE13712,2A249,Appartement,73.05,74,3
2A249A245622,2A249,Appartement,105.04,100,4
2A004AM18268,2A004,Appartement,58.01,53,2
2A004BH213110,2A004,Appartement,44.04,43,2
2A004BH2314,2A004,Appartement,92.7,90,4
2A272I13026,2A272,Appartement,64.39,62,3
2A362F184919,2A362,Maison,32.16,32,2
2A362G74357,2A362,Appartement,42.2,26,2
2A249AE7999,2A249,Appartement,73.58,73,4
2A004BO51327,2A004,Appartement,30.41,31,1
2A272I4183,2A272,Appartement,55.12,75,3
2A041AC3426,2A041,Appartement,52.43,47,1
2A041Q6198,2A041,Appartement,87.16,89,4
2A130A535516,2A130,Appartement,24.64,27,1
2A247AT112514,2A247,Appartement,18.76,18,1
2A041AC2404,2A041,Appartement,28.5,27,1
2A139AH29410,2A139,Maison,37.59,42,2
2A018A5056,2A018,Appartement,55.44,55,3
2A272I3274,2A272,Appartement,44.61,45,2
2A249A4222,2A249,Appartement,201.85,196,6
2A228AD475131,2A228,Appartement,12.5,36,2
2A004BH253174,2A004,Appartement,72.0,68,3
2A130A248950,2A130,Appartement,32.51,34,2
2A004BX20312,2A004,Appartement,45.58,45,2
2A004BX19949,2A004,Appartement,27.17,28,1
2A228AB16914,2A228,Appartement,54.22,20,1
2A348G30615,2A348,Appartement,37.0,29,2
2A070A118414,2A070,Appartement,37.78,38,2
2A004BW17428,2A004,Appartement,91.09,80,3
2A139AH29437,2A139,Maison,30.73,31,1
2A004CD1821,2A004,Appartement,68.06,61,2
2A004CK316157,2A004,Appartement,40.8,40,2
2A271C143428,2A271,Appartement,7.35,52,2
2A249A30613,2A249,Appartement,47.05,47,3
2A021A9011,2A021,Appartement,33.57,31,3
2A004BO44398,2A004,Appartement,91.82,92,4
2A004BH23403,2A004,Appartement,82.26,80,3
2A008AC11211,2A008,Appartement,40.5,44,2
2A004CK22414,2A004,Appartement,78.55,80,3
2A004BN91105,2A004,Appartement,71.51,60,3
2A004BZ248404,2A004,Appartement,86.46,85,3
2A276B90016,2A276,Appartement,122.3,122,4
2A041Q6192,2A041,Appartement,75.83,81,3
2A362G185929,2A362,Appartement,27.73,20,1
2A247BK1040,2A247,Maison,37.48,35,3
2A004CD32320,2A004,Appartement,83.58,70,3
2A085B77423,2A085,Appartement,40.32,41,2
2A130A3273105,2A130,Appartement,46.77,45,3
2A271C19041,2A271,Appartement,45.98,46,2
2A200D3471,2A200,Appartement,54.99,56,2
2A004CK316665,2A004,Appartement,54.36,55,2
2A017D56199,2A017,Maison,26.17,22,1
2A070C69911,2A070,Appartement,38.2,41,2
2A247AC14810,2A247,Appartement,50.17,50,2
2A048A104525,2A048,Appartement,29.98,34,2
2A004BW22944,2A004,Appartement,30.49,16,2
2A215B166023,2A215,Appartement,63.38,56,1
2A130A2386109,2A130,Maison,92.95,60,3
2A004BP31026,2A004,Appartement,45.15,47,2
2A198C63511,2A198,Appartement,61.93,97,3
2A004AH170339,2A004,Appartement,35.45,35,2
2A035B5996,2A035,Appartement,44.02,45,2
2A085B77434,2A085,Appartement,46.92,47,2
2A004AK246126,2A004,Appartement,42.58,44,2
2A276B90057,2A276,Appartement,65.11,76,4
2A130A327396,2A130,Appartement,46.24,45,3
2A130A327363,2A130,Appartement,32.35,32,2
2A004BP24211,2A004,Appartement,77.19,65,3
2A362G743103,2A362,Appartement,68.19,71,3
2A247F24351,2A247,Maison,98.77,114,6
2A004BO433111,2A004,Appartement,85.56,76,3
2A004BZ9572,2A004,Appartement,59.0,62,2
2A004CK316136,2A004,Appartement,40.79,40,2
2A004BY511,2A004,Appartement,45.0,35,1
2A004AN74201,2A004,Appartement,102.18,94,4
2A288D728,2A288,Appartement,80.82,89,3
2A271C171363,2A271,Appartement,70.61,70,3
2A130A248933,2A130,Appartement,13.82,14,1
2A272I14915,2A272,Appartement,57.61,55,3
2A004BV372692,2A004,Appartement,79.19,75,5
2A247AP22112,2A247,Maison,125.84,98,3
2A276C717126,2A276,Appartement,43.22,35,2
2A004CK305876,2A004,Appartement,53.75,56,2
2A139C157619,2A139,Appartement,45.95,45,2
2A004BW1409,2A004,Appartement,37.18,30,1
2A249A87210,2A249,Appartement,25.1,24,1
2A269AC2613,2A269,Appartement,71.33,70,3
2A269AC20540,2A269,Appartement,43.05,43,1
2A247AD4625,2A247,Appartement,46.47,29,1
2A271C190327,2A271,Appartement,65.15,66,3
2A008AD169,2A008,Appartement,24.42,21,1
2A008AD103438,2A008,Appartement,20.58,20,1
2A008AC11216,2A008,Appartement,68.1,72,3
2A048A4943,2A048,Appartement,34.67,40,2
2A139AH1110,2A139,Appartement,80.74,80,3
2A004BP345134,2A004,Appartement,52.36,52,2
2A189F32925,2A189,Appartement,23.33,30,1
2A008AD15927,2A008,Maison,65.31,65,3
2A004BD58440,2A004,Appartement,71.02,66,3
2A004AK24668,2A004,Appartement,57.32,58,3
2A004BR346166,2A004,Appartement,34.62,36,2
2A228AD12013,2A228,Maison,91.51,96,4
2A004BX23118,2A004,Appartement,54.1,25,2
2A004AH170386,2A004,Appartement,65.33,65,3
2A004BP102280,2A004,Appartement,109.76,113,4
2A004BO412321,2A004,Appartement,52.99,54,3
2A247BK9224,2A247,Appartement,52.73,52,3
2A004BW21144,2A004,Appartement,67.4,60,3
2A247BM751,2A247,Appartement,97.9,97,4
2A004BX9323,2A004,Appartement,78.84,75,4
2A004BD9436,2A004,Appartement,51.61,51,2
2A004BZ24883,2A004,Appartement,67.55,83,3
2A004BH198205,2A004,Appartement,44.29,46,2
2A004CL80107,2A004,Appartement,82.24,86,4
2A249A21231,2A249,Appartement,70.38,70,3
2A004BO43728,2A004,Appartement,62.56,63,3
2A139AH1121,2A139,Appartement,73.82,80,4
2A098B42113,2A098,Appartement,50.21,50,3
2A004BX23264,2A004,Appartement,32.25,26,2
2A004A1122124,2A004,Appartement,43.87,44,2
2A249AD1561,2A249,Appartement,25.89,30,2
2A247BK9235,2A247,Appartement,40.71,40,2
2A362F184917,2A362,Maison,35.0,32,2
2A247AR8411,2A247,Maison,45.71,108,5
2A071B7351,2A071,Appartement,39.91,40,3
2A004BZ248436,2A004,Appartement,53.76,50,1
2A269AC32113,2A269,Appartement,82.04,97,4
2A247AI1629,2A247,Appartement,86.24,86,4
2A249AE7916,2A249,Maison,82.88,87,4
2A249A25764,2A249,Appartement,121.37,130,5
2A324B6744,2A324,Appartement,87.25,94,3
2A004BP14761,2A004,Appartement,66.31,69,3
2A348A135340,2A348,Maison,101.85,98,4
2A004AH17241,2A004,Appartement,74.69,75,3
2A004CK4953,2A004,Appartement,84.53,80,4
2A362G74388,2A362,Appartement,37.69,35,2
2A017D56124,2A017,Maison,42.9,34,1
2A004BO2974,2A004,Appartement,61.2,58,3
2A004AZ1892094,2A004,Appartement,31.85,31,1
2A004BV36117,2A004,Appartement,67.33,60,3
2A130A3273146,2A130,Appartement,43.66,45,3
2A362H11234,2A362,Appartement,64.35,65,3
2A254C3693,2A254,Appartement,75.41,22,2
2A139C2766,2A139,Maison,123.76,160,4
2A008AD1642,2A008,Appartement,31.88,32,2
2A004A110446,2A004,Appartement,55.85,58,3
2A004AL120233,2A004,Appartement,80.99,80,3
2A139AH29412,2A139,Maison,46.57,54,2
2A004CM10817,2A004,Appartement,83.23,79,3
2A004CL45388,2A004,Appartement,67.01,62,2
2A004BO32749,2A004,Appartement,68.96,72,3
2A004CE23919,2A004,Appartement,49.11,49,2
2A247D170434,2A247,Appartement,61.39,61,3
2A032D33423,2A032,Appartement,32.12,32,2
2A249A184878,2A249,Appartement,61.8,60,2
2A004BV363260,2A004,Appartement,31.79,32,1
2A130A327357,2A130,Appartement,46.86,45,3
2A139AH861,2A139,Appartement,52.55,42,2
2A004BW671,2A004,Appartement,106.37,120,5
2A249A115212,2A249,Appartement,23.34,24,1
2A247AL28319,2A247,Appartement,29.95,30,2
2A249AE79135,2A249,Maison,59.56,48,2
2A247AB1347,2A247,Appartement,20.97,15,1
2A139AH8616,2A139,Appartement,39.25,43,3
2A041AC1787,2A041,Appartement,47.22,45,2
2A004CE20611,2A004,Appartement,15.96,24,1
2A004BW1175,2A004,Appartement,71.4,78,3
2A004CE38147,2A004,Appartement,97.69,100,4
2A004CK316702,2A004,Appartement,110.65,110,4
2A004A112224,2A004,Appartement,50.73,51,2
2A032A12923,2A032,Appartement,51.48,60,2
2A212B7702,2A212,Appartement,16.98,36,1
2A348A1280351,2A348,Appartement,93.07,95,4
2A247C85129,2A247,Appartement,46.75,59,3
2A090E83570,2A090,Appartement,58.35,64,2
2A139A6147,2A139,Appartement,71.84,65,3
2A004AK24642,2A004,Appartement,66.72,71,4
2A098A1071019,2A098,Maison,95.51,100,4
2A004CL45351,2A004,Appartement,30.13,20,1
2A249A2476148,2A249,Appartement,63.54,64,3
2A249A3178,2A249,Appartement,30.06,29,2
2A004BO33619,2A004,Appartement,31.54,30,1
2A004AK22617,2A004,Appartement,80.8,75,3
2A119C1172,2A119,Appartement,22.43,28,1
2A271C190318,2A271,Appartement,64.76,65,3
2A004BP32569,2A004,Appartement,42.02,40,2
2A130A3273167,2A130,Appartement,31.59,32,2
2A004BP15824,2A004,Appartement,78.2,84,3
2A103B8811,2A103,Maison,98.44,100,3
2A139AH29424,2A139,Maison,34.4,31,1
2A276C71715,2A276,Appartement,37.74,27,2
2A004BR361117,2A004,Appartement,65.0,65,3
2A004B117118,2A004,Maison,86.42,86,4
2A004BY12410,2A004,Appartement,14.37,18,1
2A004BH9961,2A004,Appartement,54.75,55,2
2A004BO388145,2A004,Appartement,73.37,70,3
2A004BP1365,2A004,Appartement,86.7,90,4
2A312C36022,2A312,Appartement,38.01,48,1
2A004BR346149,2A004,Appartement,57.55,58,3
2A004BR34176,2A004,Appartement,47.47,50,2
2A288C4731,2A288,Maison,91.91,70,3
2A004AH18023,2A004,Appartement,56.01,58,2
2A004A112212,2A004,Appartement,47.23,47,2
2A004BR33711,2A004,Appartement,81.0,85,4
2A004BP37218,2A004,Appartement,43.02,43,2
2A004BR292106,2A004,Appartement,96.99,94,4
2A247D17351,2A247,Maison,93.21,93,4
2A004BW7522,2A004,Appartement,100.9,110,1
2A004BX27621,2A004,Appartement,53.91,50,2
2A271C19032,2A271,Appartement,45.64,46,2
2A090A20310,2A090,Appartement,66.85,24,1
2A041AC43314,2A041,Appartement,39.15,39,2
2A271C171348,2A271,Appartement,71.41,73,3
2A130A42933,2A130,Appartement,56.64,42,2
2A004BP32545,2A004,Appartement,40.3,40,2
2A247F24352,2A247,Maison,186.33,207,7
2A004BZ24793,2A004,Appartement,41.48,50,2
2A004CE36324,2A004,Appartement,76.41,61,3
2A004A112296,2A004,Appartement,75.69,75,3
2A004BX28315,2A004,Appartement,98.93,99,4
2A130A30266,2A130,Appartement,47.87,52,3
2A008B26212,2A008,Appartement,55.09,55,4
2A004BO1916,2A004,Appartement,72.83,73,3
2A139A9902,2A139,Appartement,73.65,76,3
2A004AM22078,2A004,Appartement,77.85,80,4
2A349AC1532,2A349,Appartement,44.0,64,3
2A004AZ104,2A004,Appartement,66.79,66,3
2A247BK1388,2A247,Appartement,47.75,48,3
2A004AY35228,2A004,Appartement,44.24,44,2
2A130A2095108,2A130,Appartement,30.11,30,1
2A362G74383,2A362,Appartement,39.81,36,2
2A004BP102237,2A004,Appartement,113.09,114,4
2A004BY1517,2A004,Appartement,134.03,140,4
2A004CK316431,2A004,Appartement,35.15,34,2
2A130A3273118,2A130,Appartement,30.81,32,2
2A004BW3577187,2A004,Appartement,91.34,90,4
2A247AK41418,2A247,Appartement,47.34,48,2
2A269AC18767,2A269,Appartement,54.45,52,2
2A276B90062,2A276,Appartement,70.31,76,4
2A362I165711,2A362,Maison,34.34,32,2
2A362H138813,2A362,Maison,33.46,38,2
2A247AT112524,2A247,Appartement,36.8,43,3
2A004BR34540,2A004,Appartement,74.1,76,3
2B020A92677,2B020,Appartement,21.68,22,1
2B134A47610,2B134,Appartement,39.61,88,4
2B087B6702,2B087,Appartement,104.0,89,4
2B087B6701,2B087,Appartement,102.0,89,4
2B185B5448,2B185,Maison,59.1,49,3
30133CE629,30133,Appartement,26.4,27,2
30133CR9034,30133,Appartement,28.15,27,2
30133BA1057,30133,Appartement,38.29,38,1
30003AD821,30003,Appartement,32.29,50,2
30189EV6095,30189,Appartement,60.07,60,3
30189LC442123,30189,Appartement,65.24,65,3
30189CY110123,30189,Appartement,36.29,40,1
30062D90596,30062,Appartement,27.42,28,2
30189DE225110,30189,Appartement,76.95,79,4
30106AV4394,30106,Maison,82.11,84,4
30189EH42027,30189,Appartement,46.86,47,2
30341AV8228,30341,Appartement,44.02,43,2
30133BC2702,30133,Maison,83.4,83,4
30133BZ17269,30133,Appartement,35.75,35,2
30189ED20524,30189,Appartement,131.37,127,5
30189DO15809,30189,Appartement,50.53,49,3
30189EY28623,30189,Appartement,67.24,71,4
30189DO109019,30189,Appartement,14.85,16,1
30060BM1663,30060,Maison,97.76,68,4
30189ET99291,30189,Appartement,77.2,80,4
30169AM8828,30169,Appartement,90.59,74,4
30133BZ38211,30133,Appartement,20.0,19,1
30082AA362,30082,Maison,81.36,82,4
30062D905549,30062,Appartement,46.87,51,3
30062D905160,30062,Appartement,27.43,28,2
30189EY2709,30189,Appartement,42.47,43,2
30047AC3391,30047,Appartement,120.25,90,4
30125AR3578,30125,Maison,76.66,80,4
30189EY62214,30189,Appartement,57.37,59,2
30003AD814,30003,Appartement,88.85,75,3
30321AC3483,30321,Appartement,42.3,48,2
30133BZ17234,30133,Appartement,35.23,35,2
30062D905545,30062,Appartement,30.3,28,2
30133CB1701,30133,Appartement,89.79,102,4
30133CL17028,30133,Appartement,90.22,60,3
30231D119615,30231,Appartement,65.01,63,3
30133BZ22236,30133,Appartement,37.06,36,2
30003AS2402,30003,Appartement,123.69,110,4
30189EX57942,30189,Appartement,19.36,21,1
30189DZ2268,30189,Appartement,93.92,103,4
30189DO4305,30189,Appartement,45.0,47,2
30189ES410571,30189,Appartement,57.81,57,3
30189EY17230,30189,Appartement,26.57,33,2
30189EY27010,30189,Appartement,34.87,37,1
30133CN68,30133,Appartement,26.93,26,1
30133CD1183,30133,Appartement,37.01,36,2
30189EX595,30189,Appartement,41.37,41,2
30123AC2353,30123,Appartement,74.24,75,4
30189HA110314,30189,Appartement,27.65,28,1
30003AN183,30003,Appartement,27.67,36,3
30036AP2502,30036,Maison,72.53,72,4
30189EX1407220,30189,Appartement,19.65,19,1
30189EX3736,30189,Appartement,163.89,118,4
30004AC3078,30004,Appartement,68.29,68,3
30133CE83027,30133,Appartement,23.01,25,1
30133BY120634,30133,Appartement,20.06,19,1
30189HE484105,30189,Appartement,78.76,79,5
30133BE245,30133,Appartement,115.98,129,3
30189EY5994,30189,Appartement,51.25,48,2
30189EZ42630,30189,Appartement,66.21,65,3
30062A13981,30062,Appartement,31.0,68,3
30189EY57836,30189,Appartement,37.46,40,2
30189HN652109,30189,Appartement,67.15,67,3
30189HA79384,30189,Appartement,62.65,63,3
30189EY87143,30189,Appartement,34.7,35,2
30133CP20979,30133,Appartement,25.02,32,2
30133BB64114,30133,Appartement,35.61,35,1
30189EY87139,30189,Appartement,27.81,26,1
30133CN693,30133,Appartement,20.46,20,1
30189CK51151,30189,Appartement,23.14,22,1
30189HI35911,30189,Appartement,65.85,70,4
30062B18981,30062,Maison,85.39,85,4
30133BB243,30133,Appartement,26.35,26,1
30189EY33035,30189,Appartement,20.49,20,1
30189EY5347,30189,Appartement,94.3,87,4
30189HA5868,30189,Appartement,55.07,50,2
30133BY1183599,30133,Appartement,32.8,32,2
30133BO513,30133,Appartement,33.65,36,2
30123AC862,30123,Maison,78.68,76,2
30133BZ15147,30133,Appartement,43.99,40,2
30189DO9812,30189,Appartement,33.91,25,1
30133BY120232,30133,Appartement,19.45,20,1
30133CE673,30133,Appartement,18.2,22,1
30133BD15418,30133,Appartement,59.42,34,2
30133BW24735,30133,Appartement,25.97,26,1
30133BZ55375,30133,Appartement,18.76,19,1
