bien_id,com_code,bien_type,bien_carrez_1,bien_surfbat,bien_numpieces
78146AT962112,78146,Appartement,72.96,72,3
78650AN32734,78650,Appartement,47.33,46,3
78190AK62265,78190,Appartement,88.13,90,3
78490AZ318214,78490,Appartement,70.1,70,3
78490AM129123,78490,Maison,76.63,78,4
78586BP575154,78586,Appartement,63.19,66,4
78224AC2510,78224,Maison,65.51,65,4
78146AK41217,78146,Appartement,39.5,36,3
78224AK125770,78224,Appartement,112.45,116,5
78586AZ509178,78586,Appartement,55.39,58,3
78650AO2131,78650,Maison,252.79,249,9
78418AT142113,78418,Appartement,54.66,56,3
78190AK75919,78190,Appartement,67.12,66,3
78490AA300116,78490,Appartement,40.95,42,2
78650AS11217,78650,Appartement,67.0,65,4
78165AE29513,78165,Appartement,53.68,54,3
78350AT871501,78350,Appartement,80.23,88,4
78418AV48081,78418,Appartement,59.72,67,3
78146AO1546,78146,Appartement,38.6,38,2
78372AD3942051,78372,Appartement,100.48,98,5
78490AH19602,78490,Appartement,44.43,46,2
78311AP8821312,78311,Appartement,70.36,67,3
78571AB1401,78571,Maison,201.66,110,4
78490AE59802,78490,Appartement,92.8,102,5
78311AR16512,78311,Appartement,35.16,29,2
78146AN124100,78146,Maison,119.5,66,3
78092AO32361,78092,Appartement,72.86,73,4
78372AE809107,78372,Appartement,54.32,53,3
78490AH19362,78490,Appartement,44.67,46,2
78146AC49827,78146,Appartement,75.7,76,4
78092AH19414,78092,Appartement,46.05,52,2
78165AO2892189,78165,Appartement,62.99,63,3
78490BH60718,78490,Maison,86.56,87,4
78586AM41064,78586,Appartement,55.01,55,2
78490AV137310,78490,Appartement,68.42,72,3
78418AV11756,78418,Appartement,14.19,64,3
78146AR142201,78146,Appartement,58.26,59,3
78490BN3558,78490,Appartement,54.94,56,2
78165AO343232,78165,Appartement,73.79,74,4
78358AW27613,78358,Appartement,73.4,76,4
78126AM471211,78126,Appartement,77.24,78,3
78586BO54710,78586,Appartement,65.03,50,3
78586BO5203,78586,Appartement,29.16,30,2
78650AB20053,78650,Appartement,13.9,15,1
78124BC4043,78124,Appartement,62.58,62,3
78586BO1706,78586,Appartement,42.3,42,3
78490AM129109,78490,Maison,85.33,89,2
78586AV73220,78586,Appartement,29.37,30,1
78146AK3513,78146,Appartement,30.89,23,2
78124BP35249,78124,Appartement,59.8,60,3
78126AL43653,78126,Appartement,48.96,45,2
78092AO32612,78092,Appartement,73.43,73,4
78674AL3165,78674,Appartement,95.42,99,4
78586AV82631,78586,Appartement,38.12,39,2
78126AM47176,78126,Appartement,92.01,91,5
78372AL8276,78372,Appartement,70.3,71,3
78372AB101124,78372,Appartement,53.11,51,3
78126AL43658,78126,Appartement,70.17,69,3
78126AM471323,78126,Appartement,66.72,66,3
78650AR2780,78650,Appartement,24.44,37,1
78358AO241379,78358,Appartement,53.83,54,3
78674AH33930,78674,Appartement,44.75,44,2
78092AB25311,78092,Appartement,67.23,72,4
78372AD3584064,78372,Appartement,103.03,103,5
78358AE30616,78358,Appartement,73.77,71,3
78124BW1842,78124,Maison,64.15,60,3
78650AH3056,78650,Appartement,65.51,75,3
78650AN9310,78650,Appartement,19.07,29,2
78126AE278541,78126,Appartement,56.41,56,3
78165AC23154,78165,Appartement,56.19,57,1
78502AI242308,78502,Appartement,69.95,75,3
78490AI370117,78490,Appartement,73.6,76,4
78502AI242222,78502,Appartement,87.0,83,4
78358AI3644,78358,Appartement,76.48,49,3
78358AI90113003,78358,Appartement,22.61,23,1
78165AO343277,78165,Appartement,62.85,64,3
78650AH592,78650,Maison,93.15,77,3
78490AI2982,78490,Appartement,25.03,25,1
78586BP4849,78586,Appartement,79.15,78,4
78586AW56434,78586,Appartement,63.11,63,3
78146AL271274,78146,Appartement,67.74,74,4
78146AK13075,78146,Appartement,141.24,139,5
78126AI101022,78126,Appartement,36.82,38,2
78586AY5312,78586,Appartement,66.1,65,3
78650AR1016,78650,Appartement,80.4,81,3
78311AR68415,78311,Appartement,68.12,68,3
78350AZ434,78350,Appartement,24.03,23,1
78490AZ7322,78490,Appartement,74.15,73,4
78455AD2291,78455,Maison,181.1,181,6
78586AE259119,78586,Appartement,69.75,70,4
78126AB56108,78126,Appartement,71.28,71,3
78092AO328,78092,Appartement,61.67,62,3
78490AH19298,78490,Appartement,44.28,46,2
78165AO2892306,78165,Appartement,63.84,63,3
78190AL1307218,78190,Appartement,102.04,101,4
78586AY5274,78586,Appartement,42.24,43,2
78455AM117,78455,Maison,139.69,135,6
78502AI242443,78502,Appartement,96.3,99,5
78586BE20217,78586,Appartement,89.24,93,5
78418AT142122,78418,Appartement,44.64,42,2
78126AP4521,78126,Appartement,69.5,65,4
78146AI717235,78146,Appartement,57.08,57,2
78190AK657311,78190,Appartement,62.12,64,3
78350AT118215,78350,Appartement,91.34,92,4
78190AC2804,78190,Maison,107.73,65,3
78126AM471752,78126,Appartement,65.98,65,3
78372AD3469773,78372,Appartement,48.95,50,2
78586AR18417,78586,Appartement,50.26,52,3
78146AL7485,78146,Maison,91.53,101,5
78152AB41414,78152,Maison,89.34,106,4
78126AM471209,78126,Appartement,77.67,78,4
78146AO128107,78146,Appartement,64.39,64,3
78146AT4759,78146,Maison,163.42,120,6
78350AT118101,78350,Appartement,79.78,83,4
78418AV288102,78418,Appartement,34.19,33,2
78190AL1183122,78190,Appartement,50.91,49,2
78358AI4753,78358,Appartement,34.56,35,2
78350AT118102,78350,Appartement,79.75,78,4
78502AB21418,78502,Appartement,54.2,56,3
78418AV288112,78418,Appartement,46.44,46,2
78124BT349,78124,Appartement,17.71,17,1
78418AV4881,78418,Maison,53.7,54,3
78490AM129124,78490,Maison,84.5,78,4
78490AH192121,78490,Appartement,31.33,32,1
78586AW5422,78586,Appartement,93.91,80,4
78146AO3817,78146,Appartement,53.96,53,2
78350AT3115,78350,Appartement,74.38,75,4
78124BP1153,78124,Appartement,24.96,25,1
78372AB17182,78372,Appartement,52.42,52,3
78490AH192186,78490,Appartement,44.91,46,2
78650AV16518,78650,Appartement,47.69,44,3
78126AH5338,78126,Appartement,52.06,51,3
78650AV16521,78650,Appartement,37.61,37,2
78490BH67111,78490,Maison,88.81,75,4
78586BN191106,78586,Appartement,61.75,62,3
78358AW26520,78358,Appartement,49.0,30,2
78418AT9812,78418,Appartement,55.09,58,3
78146AB109753,78146,Appartement,81.59,80,3
78418AZ4466,78418,Maison,145.24,94,5
78586AW5651,78586,Appartement,39.57,40,2
78358AR3443,78358,Maison,69.98,71,4
78586AK419,78586,Appartement,30.38,30,2
78455AM147,78455,Maison,111.52,248,8
78190AN99211,78190,Appartement,76.57,76,3
78502AH10312,78502,Appartement,69.6,67,3
78358AN4132,78358,Maison,103.07,83,5
78372AL8274,78372,Appartement,104.84,107,4
78586AK15411,78586,Appartement,53.72,48,2
78350AV11279,78350,Appartement,34.26,32,2
78490AH8723,78490,Appartement,71.36,73,3
78490AW44248,78490,Appartement,65.36,68,3
78350AS741717,78350,Appartement,17.12,18,1
78650AP10748,78650,Appartement,76.44,80,3
78502AH26010,78502,Appartement,32.25,30,1
78650AE19724,78650,Appartement,134.0,132,3
78311AH29510,78311,Appartement,38.5,20,1
78311AO9164,78311,Appartement,64.13,64,3
78126AC225436,78126,Maison,146.14,125,6
78043AD14225,78043,Appartement,91.53,92,4
78490AX4279,78490,Appartement,77.92,75,4
78350AT118144,78350,Appartement,105.01,120,5
78586AH470455,78586,Appartement,85.93,80,4
78146AO128112,78146,Appartement,53.39,53,3
78224AI466,78224,Maison,146.35,181,6
78126AK166542,78126,Appartement,87.11,89,4
78146AI60014,78146,Appartement,55.62,55,2
78165AH693108,78165,Appartement,28.24,28,1
78126AE278660,78126,Appartement,66.7,65,4
78586AY534112,78586,Appartement,63.24,63,3
78586AT1440,78586,Appartement,51.78,52,3
78092AO32342,78092,Appartement,58.71,60,3
78396AB31836,78396,Appartement,55.08,66,4
78350AW358,78350,Appartement,106.38,105,5
78372AB101291,78372,Appartement,63.67,66,4
78372AD107111,78372,Appartement,66.75,71,3
78311AO892450,78311,Appartement,24.69,24,1
78372AM16310,78372,Appartement,74.15,54,2
78092AN4012,78092,Appartement,21.46,25,1
78372AD69235,78372,Appartement,65.84,67,3
78372AE95618,78372,Appartement,89.99,89,4
78126AC225330,78126,Maison,149.28,130,7
78146AO381127,78146,Appartement,85.46,84,4
78092AO32185,78092,Appartement,72.31,72,4
78674AE289702,78674,Appartement,82.0,84,3
78224AA842034,78224,Appartement,64.93,65,3
78165AO343101,78165,Appartement,74.9,76,4
78233AC73,78233,Maison,125.49,118,4
78358AR3412,78358,Maison,69.58,70,4
78490AW541063,78490,Maison,89.6,87,5
78650AM1621134,78650,Appartement,58.99,59,3
78650AI157,78650,Appartement,36.6,36,2
78126AL56515,78126,Maison,65.7,66,4
78650AM1621151,78650,Appartement,69.65,69,4
78586AM1101,78586,Appartement,51.36,50,2
78146AT5544,78146,Appartement,28.76,30,2
78165AK5318,78165,Appartement,30.13,30,1
78372AH1934,78372,Appartement,62.0,60,3
78586BP2131,78586,Appartement,75.26,74,5
78490AH564,78490,Appartement,70.92,78,3
78358AW1059,78358,Appartement,60.26,62,3
78350AZ603,78350,Appartement,36.55,36,2
78372AI219,78372,Appartement,64.49,65,3
78092AB25405,78092,Appartement,57.64,57,3
78372AD3941076,78372,Appartement,72.22,75,3
78586AE259202,78586,Appartement,68.64,68,3
78586BP37810,78586,Appartement,63.99,63,3
78311AK3315,78311,Appartement,53.01,54,3
78490AV137309,78490,Appartement,59.49,63,2
78165AO343296,78165,Appartement,74.4,74,4
78146AI14016,78146,Appartement,61.03,61,3
78311AP22618,78311,Appartement,39.41,39,2
78455AA552,78455,Appartement,30.85,45,2
78372AH13519,78372,Appartement,12.87,10,1
78586AV73228,78586,Appartement,33.07,34,1
78043AC71521,78043,Appartement,25.13,25,1
78358AT86214,78358,Appartement,73.92,74,4
78650AM1621096,78650,Appartement,67.15,67,4
78502AH4841,78502,Appartement,53.0,55,2
78586AM2648,78586,Appartement,58.83,59,3
78311AH73323,78311,Appartement,46.14,45,3
78358AV5214,78358,Appartement,61.55,61,3
78650AP79112,78650,Appartement,72.2,72,4
78490AX4135,78490,Appartement,76.91,75,4
78586BK24523,78586,Appartement,83.31,85,5
78358AE1098,78358,Appartement,47.15,50,2
78311AR61052,78311,Appartement,19.49,22,1
78146AO15424,78146,Appartement,32.89,30,1
78146AI80551,78146,Appartement,64.52,61,4
78311AR57211,78311,Appartement,19.24,19,1
78502AB361,78502,Appartement,88.33,92,5
78490AY449,78490,Maison,71.8,72,3
78586AW2751208,78586,Appartement,66.91,68,3
78092AE78208,78092,Appartement,93.66,93,4
78358AI466197,78358,Appartement,15.21,14,1
78586AV48841,78586,Appartement,53.36,53,3
78586AY2942,78586,Appartement,35.51,36,2
78586AV76,78586,Appartement,44.25,65,4
78043AA1295,78043,Maison,131.27,140,6
78586AE9053,78586,Appartement,88.61,84,4
78650AP10749,78650,Appartement,77.64,77,3
78571AN953001,78571,Appartement,111.23,103,3
78418AV1532,78418,Appartement,63.14,65,4
78311AR6821,78311,Appartement,18.45,18,1
78490AZ31834,78490,Appartement,78.59,79,4
78586AW562140,78586,Appartement,55.14,54,2
78571AN952015,78571,Appartement,129.42,128,5
78358AL25411,78358,Appartement,38.81,39,1
78146AL10901,78146,Appartement,35.64,37,2
78586BP3225,78586,Appartement,51.45,52,3
78190AK620161,78190,Appartement,37.02,37,1
78358AL16312,78358,Appartement,66.3,69,3
78146AB109612,78146,Appartement,60.49,60,2
78418AI100816,78418,Appartement,93.12,93,5
78490AH8675,78490,Appartement,72.85,73,3
78311AP542116,78311,Appartement,81.12,81,4
78358AI466198,78358,Appartement,42.29,43,2
78146AI717193,78146,Appartement,51.31,50,2
78586BM31810,78586,Appartement,66.51,73,4
78146AB1109635,78146,Appartement,37.96,39,1
78146AO157151,78146,Appartement,53.51,52,3
78455AA832,78455,Appartement,53.27,52,2
78311AW2692,78311,Maison,66.18,54,3
78165AE295210,78165,Appartement,64.17,63,4
78372AC6711303,78372,Appartement,88.41,90,4
78124CA22346,78124,Appartement,67.05,67,3
78190AN9932,78190,Appartement,52.36,51,2
78311AW1263,78311,Appartement,61.19,59,4
78165AM47313,78165,Appartement,63.82,63,2
78350AT112203,78350,Appartement,121.21,120,4
78146AB1109450,78146,Appartement,31.79,32,1
78190AK620243,78190,Appartement,171.69,177,6
78358AI2623,78358,Appartement,27.75,19,1
78165AC2966,78165,Appartement,57.0,54,3
78490BC129208,78490,Appartement,73.36,72,4
78650AN32746,78650,Appartement,38.88,39,2
78092AL517,78092,Appartement,63.76,62,2
78650AP11561,78650,Appartement,58.94,59,3
78146AT1463,78146,Maison,115.02,133,5
78126AB562654,78126,Appartement,18.43,21,1
78311AI3181,78311,Maison,106.1,105,4
78350AW4516,78350,Appartement,119.81,122,4
78126AH250105,78126,Appartement,119.24,119,5
78311AI3185,78311,Maison,95.05,89,4
78586AM2679,78586,Appartement,59.0,59,3
78311AO1008105,78311,Appartement,34.2,35,2
78311AO32721,78311,Appartement,27.84,28,2
78490AI12432,78490,Appartement,62.24,61,3
78311AO70935,78311,Appartement,35.65,33,2
78311AD7667,78311,Appartement,89.69,90,4
78586AY29713,78586,Appartement,84.54,84,4
78358AW47712,78358,Appartement,63.2,62,4
78650AE207163,78650,Appartement,101.19,102,4
78358AM31319,78358,Appartement,55.48,58,3
78358AP412,78358,Appartement,100.16,94,5
78126AC225369,78126,Maison,142.39,135,6
78372AD3941115,78372,Appartement,100.37,101,5
78190AK2555,78190,Appartement,27.29,32,1
78586AW33018,78586,Appartement,51.33,51,2
78358AE1706,78358,Appartement,49.39,48,3
78490AH191235,78490,Appartement,30.82,32,1
78358AN75303,78358,Appartement,90.11,86,4
78418AV1343,78418,Maison,21.08,60,3
78650AN4916,78650,Appartement,36.58,39,4
78490AW44478,78490,Appartement,78.8,79,4
78224AK1251084,78224,Appartement,113.84,115,5
78358AW27619,78358,Appartement,76.85,76,4
78146AT95111,78146,Appartement,104.6,104,5
78124BC4086,78124,Appartement,81.91,82,4
78586AW3385,78586,Appartement,87.96,96,4
78586AV7123,78586,Appartement,38.03,41,2
78372AD3941039,78372,Appartement,83.27,83,4
78372AC21751,78372,Appartement,118.87,117,3
78124CA227185,78124,Appartement,119.23,119,5
78455AK305,78455,Maison,149.0,148,7
78224AL161,78224,Appartement,50.9,58,2
78372AH68312,78372,Appartement,67.65,85,4
78586BC223178,78586,Appartement,69.11,69,4
78311AP8821031,78311,Appartement,81.5,78,4
78126AE278807,78126,Appartement,78.63,77,5
78502AB46226,78502,Appartement,67.1,66,4
78586AZ509206,78586,Appartement,55.19,56,3
78586BC223231,78586,Appartement,67.17,69,4
78358AE17034,78358,Appartement,50.13,48,3
78358AI47516,78358,Appartement,47.1,48,3
78358AO241661,78358,Appartement,55.01,54,3
78146AB1109717,78146,Appartement,47.7,49,2
78126AL489223,78126,Maison,175.75,175,7
78586BK45317,78586,Appartement,24.14,24,1
78165AC293,78165,Appartement,54.01,54,3
78190AN9938,78190,Appartement,68.09,64,3
78311AO892146,78311,Appartement,108.7,109,5
78190AC28013,78190,Maison,65.06,65,4
78126AP59417,78126,Appartement,179.85,128,5
78358AO241715,78358,Appartement,62.65,62,3
78418AX5364,78418,Appartement,75.3,76,4
78311AO89265,78311,Appartement,87.5,88,4
78502AB21430,78502,Appartement,55.58,56,3
78126AK16625,78126,Appartement,85.93,86,3
78418AX53611,78418,Appartement,63.08,62,3
78172AZ1149,78172,Maison,88.05,95,4
78382AH9976,78382,Appartement,55.03,65,4
78481AK563207,78481,Appartement,88.78,91,5
78015AO559111,78015,Appartement,34.16,34,1
78551AI9074,78551,Appartement,24.04,22,1
78466AI1706,78466,Appartement,46.1,46,2
78380AE2486,78380,Appartement,21.11,26,1
78551AL12622,78551,Appartement,84.31,142,5
78498BD258141,78498,Appartement,72.49,72,3
78624AX151,78624,Appartement,32.71,40,2
78481AN25156,78481,Appartement,71.85,71,2
78401AK732,78401,Maison,156.5,156,6
78172AO100105,78172,Appartement,53.03,48,2
78172BE931,78172,Appartement,20.56,20,1
78123AM32526,78123,Appartement,61.3,61,3
78551AL1341435,78551,Appartement,56.02,58,2
78642AI44453,78642,Appartement,60.59,60,3
78642AB26494,78642,Maison,103.3,106,6
78401AC1679,78401,Appartement,27.99,35,2
78551AC1243,78551,Appartement,84.76,77,3
78401AC79728,78401,Appartement,38.41,37,1
78401AN2689,78401,Maison,102.89,102,6
78401AO5131,78401,Maison,82.0,65,4
78440AO61572,78440,Appartement,80.03,84,4
78172AW99535,78172,Appartement,68.8,67,4
78624AY951,78624,Appartement,22.1,22,1
78624AL48919,78624,Appartement,33.71,35,2
78015AS625117,78015,Appartement,26.57,27,1
78015AS31811,78015,Appartement,42.35,40,2
78382AH575,78382,Appartement,60.3,68,3
78481AD7344,78481,Appartement,77.76,78,4
78481AP2501,78481,Maison,189.71,153,7
78481AK563577,78481,Appartement,58.96,57,2
78481AL20511,78481,Appartement,84.22,84,3
78498AT101018,78498,Appartement,70.29,70,3
78005BD46030,78005,Appartement,49.37,49,2
78005BI5409,78005,Appartement,42.2,42,2
78172AC301111,78172,Appartement,44.4,47,3
78624AZ49319,78624,Appartement,14.03,15,1
78367D155721,78367,Appartement,83.58,83,4
78172AH9142,78172,Appartement,60.05,59,3
78481AC313331,78481,Appartement,40.57,43,1
78380AE1421,78380,Appartement,40.76,45,2
78123AS91720,78123,Maison,77.13,77,4
78123AI1097,78123,Appartement,55.35,55,3
78672AK16867,78672,Appartement,57.53,57,2
78123AL5081,78123,Appartement,64.14,65,3
78481AC1216,78481,Appartement,69.55,70,4
78551AL1783,78551,Appartement,122.32,117,4
78643AD8710,78643,Appartement,44.9,44,3
78123AE75549,78123,Appartement,64.64,69,4
78642AI6340,78642,Appartement,39.2,39,2
78401AP1621,78401,Maison,81.94,83,5
78123AP312101,78123,Appartement,26.77,27,1
78172AP97079,78172,Appartement,76.3,69,4
78382AC10851,78382,Maison,179.99,106,5
78005BD6015,78005,Appartement,42.6,42,2
78498AT100326,78498,Appartement,33.97,33,2
78551AB27746,78551,Appartement,46.22,46,2
78172AW99133,78172,Appartement,57.29,59,3
78551AI5093,78551,Appartement,15.9,16,1
78123AH97125,78123,Appartement,79.41,80,4
78380AE1912,78380,Appartement,33.89,33,2
78401AC10719,78401,Appartement,38.14,41,3
78367B5934,78367,Appartement,77.68,71,4
78551AI286120,78551,Appartement,70.93,80,4
78551AT845103,78551,Appartement,72.44,70,3
78481AH791529,78481,Appartement,84.01,83,5
78624BY291,78624,Maison,104.25,68,4
78466AT3443,78466,Maison,194.49,186,7
78005BE54727,78005,Maison,96.67,95,5
78123AH157149,78123,Appartement,67.75,67,3
78123AM601,78123,Appartement,36.85,38,2
78123AS9206,78123,Appartement,29.46,30,1
78551AS2534401,78551,Maison,142.65,137,6
78498BD258130,78498,Appartement,61.98,60,3
78498BD258120,78498,Appartement,73.28,71,3
78029AS2145231,78029,Appartement,45.25,53,2
78551AI24711,78551,Appartement,60.05,95,5
78642AI44412,78642,Appartement,26.98,27,1
78401AC343,78401,Appartement,23.62,27,1
78401AC40875,78401,Appartement,10.78,27,3
78551AL22359,78551,Appartement,40.9,41,1
78172BD954,78172,Appartement,47.56,51,2
78498AT2452,78498,Appartement,43.43,44,2
78551AB2774,78551,Appartement,44.83,46,2
78172AS460214,78172,Appartement,59.33,60,3
78401AC7982,78401,Appartement,21.05,19,1
78551AB18619,78551,Appartement,61.72,63,3
78015AO559108,78015,Appartement,61.82,62,3
78551AB20212,78551,Appartement,13.85,14,1
78551AD50103,78551,Appartement,24.26,25,1
78015AE852715,78015,Appartement,58.44,59,3
78551AH12225,78551,Appartement,53.82,56,3
78090AA765,78090,Maison,72.13,74,4
78401AC74412,78401,Appartement,53.7,46,2
78551AI79410,78551,Appartement,38.19,38,1
78551AI18715,78551,Appartement,17.01,30,1
78642AL67032,78642,Maison,131.65,127,5
78172BN269109,78172,Appartement,57.04,50,3
78172BK187127,78172,Maison,98.64,56,2
78466AB63259,78466,Appartement,76.81,77,3
78498AL6245,78498,Appartement,58.33,58,3
78172AR14719,78172,Appartement,62.27,62,3
78380AE1945,78380,Appartement,77.92,98,4
78466AO24649,78466,Maison,88.68,89,4
78172AC301225,78172,Appartement,46.24,46,3
78498BC151229,78498,Appartement,58.07,57,3
78172AO5231,78172,Maison,138.49,87,4
78172AW244121,78172,Appartement,73.81,74,3
78401AN1910,78401,Maison,104.04,102,6
78005BE123104,78005,Appartement,72.0,67,3
78498AT83544,78498,Appartement,68.96,70,3
78498BC151843,78498,Appartement,54.63,57,3
78466AB63263,78466,Appartement,88.75,88,4
78367B21946,78367,Appartement,25.46,24,1
78138AL2197,78138,Appartement,65.26,65,3
78551AI68218,78551,Appartement,27.98,27,2
78090AC1502,78090,Maison,66.69,67,4
78172AT542108,78172,Maison,75.19,75,4
78642AI4415,78642,Appartement,40.52,40,2
78431AD2252,78431,Maison,74.25,74,4
78123AH88215,78123,Appartement,25.83,26,1
78206AB5242,78206,Appartement,63.47,63,3
78401AO16220,78401,Appartement,48.13,48,2
78005BA10325,78005,Appartement,34.13,33,2
78172AC301183,78172,Appartement,62.28,60,4
78005BC160225,78005,Appartement,72.32,72,3
78005BC10920,78005,Appartement,24.86,25,1
78005BL275114,78005,Appartement,38.55,37,2
78123AP312304,78123,Appartement,19.83,18,1
78551AD14421,78551,Appartement,92.61,95,3
78551AI1064109,78551,Appartement,74.67,74,3
78551AI6732,78551,Appartement,37.2,38,1
78172AW2475,78172,Maison,84.12,86,1
78005BA46121,78005,Appartement,41.64,42,1
78401AN192,78401,Maison,89.22,88,5
78551B256173,78551,Appartement,17.68,20,1
78401AC32828,78401,Appartement,23.86,24,1
78624AX8711,78624,Appartement,58.02,56,3
78005BA119141,78005,Appartement,33.72,34,1
78498AW6249,78498,Appartement,79.21,65,3
78498AZ514280,78498,Appartement,22.69,22,1
78551AI3274,78551,Appartement,45.49,55,2
78401AC79724,78401,Appartement,56.23,53,3
78123AP312233,78123,Appartement,34.6,34,2
78551AH197258,78551,Appartement,85.6,83,4
78642AA12813,78642,Appartement,75.8,75,3
78481AN1303,78481,Appartement,137.8,128,5
78638AN3976,78638,Appartement,34.54,30,1
78440AZ4161,78440,Maison,117.5,117,5
78123AM7051052,78123,Appartement,65.0,64,3
78403AB4578,78403,Appartement,49.0,67,3
78642AC22367,78642,Appartement,78.3,77,4
78123AK91261,78123,Appartement,62.59,62,3
78172AO112,78172,Maison,88.76,79,4
78643AD8341,78643,Maison,76.0,95,4
78382AI407371,78382,Appartement,57.45,60,2
78551AC22874,78551,Appartement,85.89,92,4
78551AB18625,78551,Appartement,61.64,63,3
78498AZ514262,78498,Appartement,68.86,69,3
78551AL13315,78551,Appartement,15.2,19,1
78498BD236441,78498,Appartement,55.24,58,3
78643D20741,78643,Maison,96.0,95,5
78498BC546176,78498,Appartement,62.67,62,3
78551AV1013,78551,Appartement,37.34,40,2
78172AW24713,78172,Maison,103.0,103,5
78551AD1446,78551,Appartement,23.1,19,1
78551AS255727,78551,Appartement,49.52,49,2
78123AM7051035,78123,Appartement,55.69,55,3
78481AE3646,78481,Maison,81.75,61,3
78672AM275270,78672,Appartement,25.01,25,1
78498AW24143,78498,Appartement,55.37,55,3
78551AM7635,78551,Appartement,62.47,56,3
78551AV2331,78551,Appartement,62.47,56,3
78642AB26436,78642,Maison,96.84,97,5
78015AM47229,78015,Maison,97.48,99,5
78172AP9706,78172,Appartement,80.08,76,4
78498AT1187,78498,Appartement,20.78,24,1
78481AN20328,78481,Appartement,67.41,66,4
78466AT3437,78466,Maison,192.96,186,7
78643AE1892,78643,Appartement,38.6,37,2
78172AB4767,78172,Maison,74.27,76,4
78551AT8453,78551,Appartement,75.33,67,3
78551AD2535,78551,Appartement,78.89,78,3
78551AI6242,78551,Appartement,27.5,35,2
78551AC1299,78551,Appartement,27.69,29,1
78624AH285191,78624,Maison,194.22,180,7
78551AS255457,78551,Appartement,18.7,19,1
78138AL21118,78138,Appartement,47.83,48,2
78466AI3018,78466,Maison,87.42,78,5
78172AL738153,78172,Appartement,32.23,37,2
78551AT845131,78551,Appartement,91.81,90,5
78133AB39154,78133,Appartement,78.86,75,3
78551AT845105,78551,Appartement,80.55,78,4
78672AK16814,78672,Appartement,26.09,26,1
78172AL62350,78172,Appartement,62.28,62,3
78172AW99624,78172,Appartement,56.61,57,3
78123AS91824,78123,Maison,79.63,75,4
78643AD8721,78643,Appartement,45.05,45,3
78551AT108313,78551,Maison,170.99,185,7
78015AH67647,78015,Appartement,61.0,59,3
78643AE1665,78643,Maison,121.35,43,2
78005BC109127,78005,Appartement,59.9,60,3
78123AH88248,78123,Appartement,29.26,30,2
78172AB57376,78172,Maison,72.6,73,4
78498AZ115201,78498,Appartement,45.11,44,2
78498BC151680,78498,Appartement,56.13,55,3
78189ZA100115,78189,Maison,191.46,118,3
78551AI3271,78551,Appartement,56.6,58,2
78551AB277193,78551,Appartement,65.53,65,3
78481AM637,78481,Maison,95.49,98,4
78172AV58911,78172,Appartement,29.45,31,1
78551AM5527,78551,Appartement,68.1,68,4
78451AB1632,78451,Maison,113.59,45,4
78401AC5578,78401,Appartement,49.55,53,3
78401AC72722,78401,Appartement,48.72,48,2
78551AI27811,78551,Appartement,46.65,40,2
78440AY15517,78440,Appartement,31.0,31,1
78642AN12185,78642,Appartement,69.86,70,4
78551AP141122,78551,Appartement,43.29,46,2
78481AP1401027,78481,Appartement,56.06,57,2
78466AC1505,78466,Appartement,31.56,32,2
78551AH1873,78551,Appartement,33.01,33,2
78672AO388105,78672,Appartement,72.75,73,3
78123AI75630,78123,Appartement,74.35,74,3
78172AP9949,78172,Maison,108.23,109,5
78498BC151818,78498,Appartement,55.1,58,3
78466AN483,78466,Maison,139.0,151,5
78481AK563469,78481,Appartement,88.57,86,5
78498AW222207,78498,Appartement,66.37,64,4
78138AM13616,78138,Appartement,97.39,100,4
78481AE20711,78481,Appartement,69.05,72,3
78643AD83711,78643,Appartement,34.97,33,2
78029AS4346,78029,Appartement,55.54,55,3
78481AN20123,78481,Appartement,53.54,53,3
78551AL12620,78551,Appartement,34.85,142,5
78029AH124104,78029,Appartement,70.55,75,3
78123AH88262,78123,Appartement,54.0,54,3
78380AE1944,78380,Appartement,43.2,43,2
78498AT11913,78498,Appartement,59.75,59,4
78551AT84529,78551,Appartement,70.78,67,3
78015AM4871,78015,Maison,86.06,86,4
78401AI20611,78401,Appartement,39.7,37,2
78029AT715312,78029,Appartement,45.81,45,2
78123AE8413,78123,Appartement,58.79,58,3
78551AD14410,78551,Appartement,113.78,115,4
78551AT845187,78551,Appartement,58.17,55,2
78551AB18013,78551,Appartement,47.37,47,2
78498AZ115178,78498,Appartement,48.63,44,2
78382AI407370,78382,Appartement,84.67,87,4
78380AC582,78380,Maison,161.41,67,3
78551AC39888,78551,Appartement,35.02,38,1
78643AD97934,78643,Appartement,63.83,64,3
78172AC301242,78172,Appartement,62.56,62,4
78015AE852523,78015,Appartement,79.12,77,4
78551AR12841,78551,Appartement,65.35,67,4
78551AM44103,78551,Appartement,50.5,41,2
78133AA7154,78133,Appartement,97.08,91,5
78172BL41422,78172,Maison,100.23,100,5
78440AW2341,78440,Maison,90.32,70,4
78005BE1832,78005,Appartement,78.0,77,5
78123AL50818,78123,Appartement,66.15,66,3
78551AX23439,78551,Appartement,22.3,25,1
78401AC1922,78401,Appartement,30.57,35,2
78481AD10166,78481,Appartement,67.06,66,4
78551AP1456,78551,Appartement,63.08,63,3
78401AE1117,78401,Appartement,89.79,60,3
78466AE1681,78466,Maison,122.14,136,4
78005BA10314,78005,Appartement,67.39,66,3
78401AC75130,78401,Appartement,44.72,44,2
